rank,txn_id,risk_score,primary_driver,driver_contribution,amount,outcome,actual_typology
331,7621035,0.9994,sender fan-out (30d),4.393,10688.19,True positive,Layered_Fan_Out
332,8604075,0.9994,sender fan-out (30d),4.562,3229.94,True positive,Structuring
333,8846936,0.9994,beneficiary distinct senders (30d),4.139,21659.93,True positive,Deposit-Send
334,9163250,0.9994,sender fan-out (30d),4.282,4528.39,True positive,Structuring
335,8714985,0.9994,beneficiary distinct senders (30d),4.442,23788.26,True positive,Cycle
336,8859867,0.9994,sender fan-out (30d),5.225,16222.95,True positive,Layered_Fan_In
337,8483967,0.9994,beneficiary distinct senders (30d),4.474,1739.78,True positive,Smurfing
338,8713701,0.9994,sender fan-out (30d),4.571,18976.87,True positive,Deposit-Send
339,8095269,0.9994,sender fan-out (30d),4.467,2679.85,True positive,Smurfing
340,7844931,0.9994,sender fan-out (30d),4.971,12357.42,True positive,Stacked Bipartite
341,7481856,0.9994,sender fan-out (30d),4.539,3432.55,True positive,Structuring
342,9331825,0.9994,sender fan-out (30d),4.405,7239.35,True positive,Structuring
343,9253741,0.9994,sender fan-out (30d),5.369,20337.81,True positive,Gather-Scatter
344,9158559,0.9994,sender fan-out (30d),4.765,7647.82,True positive,Structuring
345,8053752,0.9994,sender fan-out (30d),4.267,28690.07,True positive,Layered_Fan_In
346,9151581,0.9994,beneficiary distinct senders (30d),3.866,6409.76,True positive,Fan_Out
347,7529716,0.9994,sender fan-out (30d),4.258,10664.84,True positive,Gather-Scatter
348,7984560,0.9994,sender fan-out (30d),4.556,5969.17,True positive,Layered_Fan_In
349,8388215,0.9994,sender fan-out (30d),4.275,9001.37,True positive,Structuring
350,9297868,0.9994,sender fan-out (30d),4.726,6726.21,True positive,Stacked Bipartite
351,9270466,0.9994,beneficiary distinct senders (30d),4.61,3323.8,True positive,Smurfing
352,7090250,0.9994,sender fan-out (30d),3.847,9068.07,True positive,Layered_Fan_Out
353,7732846,0.9994,sender fan-out (30d),4.678,6708.59,True positive,Structuring
354,8639866,0.9994,beneficiary distinct senders (30d),4.19,6322.01,True positive,Scatter-Gather
355,8702298,0.9994,sender fan-out (30d),5.031,4936.53,True positive,Scatter-Gather
356,7486297,0.9994,sender fan-out (30d),4.129,79.16,True positive,Cash_Withdrawal
357,8029281,0.9994,sender fan-out (30d),5.711,11720.4,True positive,Layered_Fan_In
358,9135242,0.9994,sender fan-out (30d),4.547,3013.09,True positive,Structuring
359,7683282,0.9994,sender fan-out (30d),3.674,1959.5,True positive,Smurfing
360,7829739,0.9994,sender fan-out (30d),4.516,13072.43,True positive,Layered_Fan_In
361,8583820,0.9994,beneficiary distinct senders (30d),4.566,22228.51,True positive,Stacked Bipartite
362,7660727,0.9994,beneficiary distinct senders (30d),3.97,6001.24,True positive,Gather-Scatter
363,9339670,0.9994,beneficiary distinct senders (30d),4.39,4566.69,True positive,Smurfing
364,7714888,0.9994,sender fan-out (30d),5.48,18416.78,True positive,Layered_Fan_In
365,7953731,0.9994,sender fan-out (30d),4.911,7375.53,True positive,Layered_Fan_In
366,7158775,0.9994,sender fan-out (30d),4.132,7762.1,True positive,Fan_In
367,9270094,0.9994,sender fan-out (30d),4.197,276.2,True positive,Cash_Withdrawal
368,9364406,0.9994,sender fan-out (30d),4.203,3044.38,True positive,Structuring
369,8203796,0.9994,beneficiary distinct senders (30d),4.495,315.53,True positive,Cash_Withdrawal
370,9415225,0.9994,sender fan-out (30d),4.612,4892.94,True positive,Gather-Scatter
371,8125385,0.9994,sender fan-out (30d),4.461,3005.75,True positive,Smurfing
372,8828064,0.9994,sender fan-out (30d),4.82,10687.85,True positive,Deposit-Send
373,8493191,0.9994,sender fan-out (30d),4.421,8814.1,True positive,Scatter-Gather
374,7441135,0.9994,beneficiary distinct senders (30d),4.472,3939.2,True positive,Smurfing
375,8188031,0.9994,sender fan-out (30d),4.266,9056.42,True positive,Layered_Fan_Out
376,9031545,0.9994,sender fan-out (30d),4.438,4696.28,True positive,Structuring
377,8666910,0.9994,sender fan-out (30d),4.608,4197.32,True positive,Layered_Fan_Out
378,9253129,0.9994,sender fan-out (30d),5.898,8127.96,True positive,Layered_Fan_In
379,8618221,0.9994,sender fan-out (30d),4.31,5265.1,True positive,Structuring
380,9490727,0.9994,sender fan-out (30d),5.523,4629.48,True positive,Layered_Fan_In
381,7309020,0.9994,sender fan-out (30d),4.876,10063.3,True positive,Gather-Scatter
382,9002099,0.9994,sender fan-out (30d),4.861,6074.32,True positive,Structuring
383,7754842,0.9994,sender fan-out (30d),4.857,8646.03,True positive,Bipartite
384,8428450,0.9994,sender fan-out (30d),4.534,5920.76,True positive,Structuring
385,7267277,0.9994,sender fan-out (30d),3.669,234.04,True positive,Cash_Withdrawal
386,7616643,0.9994,beneficiary distinct senders (30d),4.568,1811.14,True positive,Smurfing
387,9354455,0.9994,sender fan-out (30d),5.18,7346.75,True positive,Structuring
388,8081996,0.9994,sender fan-out (30d),4.381,3190.39,True positive,Smurfing
389,9103142,0.9994,beneficiary distinct senders (30d),4.956,6931.61,True positive,Fan_In
390,7642979,0.9994,sender fan-out (30d),5.644,18211.54,True positive,Stacked Bipartite
391,8288525,0.9994,sender fan-out (30d),5.193,6810.11,True positive,Stacked Bipartite
392,7481520,0.9994,sender fan-out (30d),4.381,17054.37,True positive,Scatter-Gather
393,7186061,0.9994,sender fan-out (30d),4.599,6641.99,True positive,Layered_Fan_Out
394,7556585,0.9994,beneficiary distinct senders (30d),4.03,10096.77,True positive,Gather-Scatter
395,8725852,0.9994,beneficiary distinct senders (30d),4.445,8545.28,True positive,Layered_Fan_Out
396,8978088,0.9994,sender fan-out (30d),4.986,7730.41,True positive,Structuring
397,9372800,0.9994,sender fan-out (30d),4.119,7071.62,True positive,Structuring
398,7288143,0.9994,sender fan-out (30d),4.278,5152.52,True positive,Fan_Out
399,7991327,0.9994,sender fan-out (30d),3.904,8906.53,True positive,Fan_Out
400,9433034,0.9994,sender fan-out (30d),4.667,2991.72,True positive,Structuring
401,8668792,0.9994,sender fan-out (30d),4.799,2773.31,True positive,Deposit-Send
402,9437751,0.9994,beneficiary distinct senders (30d),1.219,317.11,True positive,Cash_Withdrawal
403,8552981,0.9994,sender fan-out (30d),4.507,4361.27,True positive,Structuring
404,7058072,0.9994,sender fan-out (30d),4.154,2354.22,True positive,Fan_In
405,9030897,0.9994,beneficiary distinct senders (30d),3.976,140.88,True positive,Cash_Withdrawal
406,7958267,0.9994,sender fan-out (30d),4.72,9674.5,True positive,Scatter-Gather
407,7600284,0.9994,sender fan-out (30d),4.494,6375.81,True positive,Gather-Scatter
408,9300532,0.9994,beneficiary distinct senders (30d),4.55,5645.03,True positive,Layered_Fan_Out
409,8394383,0.9994,sender fan-out (30d),5.136,9560.24,True positive,Deposit-Send
410,8864416,0.9994,beneficiary distinct senders (30d),4.167,21398.58,True positive,Layered_Fan_In
411,8024197,0.9994,beneficiary distinct senders (30d),4.476,3177.02,True positive,Deposit-Send
412,7516795,0.9994,sender fan-out (30d),5.243,6844.14,True positive,Structuring
413,9037303,0.9994,sender fan-out (30d),4.099,7276.58,True positive,Structuring
414,9265625,0.9994,sender fan-out (30d),5.32,5269.56,True positive,Stacked Bipartite
415,9458293,0.9994,beneficiary distinct senders (30d),1.285,235.73,True positive,Cash_Withdrawal
416,9235175,0.9994,sender fan-out (30d),4.592,221.11,True positive,Cash_Withdrawal
417,8111738,0.9994,sender fan-out (30d),4.784,3839.83,True positive,Structuring
418,7687738,0.9994,beneficiary distinct senders (30d),4.268,2929.75,True positive,Smurfing
419,8504062,0.9994,sender fan-out (30d),4.963,5353.48,True positive,Structuring
420,9225569,0.9994,sender fan-out (30d),4.604,3149.71,True positive,Structuring
421,7389212,0.9994,sender fan-out (30d),4.094,5622.37,True positive,Structuring
422,9227640,0.9994,sender fan-out (30d),4.683,5675.37,True positive,Structuring
423,7660779,0.9993,sender fan-out (30d),4.631,9723.84,True positive,Structuring
424,9451962,0.9993,sender fan-out (30d),4.11,21446.53,True positive,Deposit-Send
425,8496314,0.9993,sender fan-out (30d),3.993,9053.07,True positive,Cycle
426,8257662,0.9993,sender fan-out (30d),4.602,4167.46,True positive,Structuring
427,9191206,0.9993,sender fan-out (30d),4.659,4546.27,True positive,Structuring
428,9398709,0.9993,sender fan-out (30d),4.452,4039.71,True positive,Structuring
429,9444368,0.9993,sender fan-out (30d),4.755,5398.62,True positive,Stacked Bipartite
430,9143349,0.9993,sender fan-out (30d),4.157,4689.98,True positive,Structuring
431,9159370,0.9993,sender fan-out (30d),5.427,8850.45,True positive,Stacked Bipartite
432,9128129,0.9993,sender fan-out (30d),4.343,6328.24,True positive,Fan_Out
433,8105876,0.9993,sender fan-out (30d),4.832,16997.84,True positive,Deposit-Send
434,8185639,0.9993,beneficiary distinct senders (30d),4.528,35591.64,True positive,Layered_Fan_In
435,8556422,0.9993,sender fan-out (30d),5.456,8562.55,True positive,Layered_Fan_In
436,9375725,0.9993,sender fan-out (30d),4.561,3805.81,True positive,Structuring
437,9395645,0.9993,sender fan-out (30d),5.384,36883.91,True positive,Deposit-Send
438,9265454,0.9993,sender fan-out (30d),5.243,7847.27,True positive,Structuring
439,7539161,0.9993,sender fan-out (30d),4.683,7598.0,True positive,Structuring
440,7956846,0.9993,sender fan-out (30d),5.016,7516.83,True positive,Scatter-Gather
441,7606309,0.9993,sender fan-out (30d),5.242,169736.65,True positive,Single_large
442,9457116,0.9993,sender fan-out (30d),4.368,7912.24,True positive,Structuring
443,9009250,0.9993,sender fan-out (30d),4.279,4550.89,True positive,Layered_Fan_Out
444,8098687,0.9993,beneficiary distinct senders (30d),4.487,8011.28,True positive,Stacked Bipartite
445,8896960,0.9993,beneficiary distinct senders (30d),4.5,26202.11,True positive,Cycle
446,7438937,0.9993,sender fan-out (30d),4.295,8882.52,True positive,Layered_Fan_Out
447,7919053,0.9993,sender fan-out (30d),4.897,5315.98,True positive,Layered_Fan_In
448,7425137,0.9993,sender fan-out (30d),5.374,16871.23,True positive,Deposit-Send
449,9268935,0.9993,sender fan-out (30d),4.814,17047.17,True positive,Stacked Bipartite
450,9118850,0.9993,sender fan-out (30d),4.544,18468.78,True positive,Deposit-Send
451,7643944,0.9993,beneficiary distinct senders (30d),4.261,1497.65,True positive,Smurfing
452,8049907,0.9993,sender fan-out (30d),5.211,3507.14,True positive,Structuring
453,8419448,0.9993,sender fan-out (30d),4.336,4409.4,True positive,Structuring
454,7299709,0.9993,sender fan-out (30d),4.677,10319.21,True positive,Stacked Bipartite
455,7338150,0.9993,sender fan-out (30d),4.195,4249.36,True positive,Gather-Scatter
456,9197716,0.9993,sender fan-out (30d),4.24,10751.13,True positive,Stacked Bipartite
457,7599672,0.9993,sender fan-out (30d),3.569,7653.18,True positive,Stacked Bipartite
458,8624363,0.9993,sender fan-out (30d),4.771,4208.84,True positive,Structuring
459,7284506,0.9993,sender fan-out (30d),4.288,278.06,True positive,Cash_Withdrawal
460,8090680,0.9993,sender fan-out (30d),4.83,4266.37,True positive,Structuring
461,8597449,0.9993,sender fan-out (30d),4.728,5591.85,True positive,Structuring
462,9404655,0.9993,sender fan-out (30d),5.144,8418.35,True positive,Structuring
463,7838536,0.9993,sender fan-out (30d),5.337,4619.4,True positive,Layered_Fan_In
464,8151670,0.9993,sender fan-out (30d),4.152,8039.28,True positive,Stacked Bipartite
465,8595572,0.9993,sender fan-out (30d),4.189,37020.29,True positive,Cycle
466,8160702,0.9993,sender fan-out (30d),5.925,15104.66,True positive,Scatter-Gather
467,7678974,0.9993,sender fan-out (30d),4.72,7264.81,True positive,Structuring
468,8120206,0.9993,sender fan-out (30d),4.2,4033.62,True positive,Structuring
469,9319017,0.9993,sender fan-out (30d),4.178,3965.11,True positive,Stacked Bipartite
470,9154913,0.9993,sender fan-out (30d),4.163,12404.53,True positive,Structuring
471,7312954,0.9993,sender fan-out (30d),4.267,77.37,True positive,Cash_Withdrawal
472,7802324,0.9993,sender fan-out (30d),3.934,4953.02,True positive,Gather-Scatter
473,7617091,0.9993,sender fan-out (30d),5.19,7310.51,True positive,Structuring
474,7623871,0.9993,beneficiary distinct senders (30d),4.346,2161.93,True positive,Deposit-Send
475,8406786,0.9993,sender fan-out (30d),4.308,18608.31,True positive,Fan_Out
476,8957420,0.9993,sender fan-out (30d),4.589,9067.46,True positive,Layered_Fan_In
477,9360989,0.9993,sender fan-out (30d),5.154,2909.18,True positive,Structuring
478,7993625,0.9993,sender fan-out (30d),4.787,13114.57,True positive,Layered_Fan_In
479,9479809,0.9993,sender fan-out (30d),4.372,7652.25,True positive,Stacked Bipartite
480,7207705,0.9993,sender fan-out (30d),5.637,5335.87,True positive,Structuring
481,7646793,0.9993,beneficiary distinct senders (30d),4.658,5732.35,True positive,Layered_Fan_In
482,8512111,0.9993,sender fan-out (30d),4.739,11429.24,True positive,Scatter-Gather
483,7354969,0.9993,sender fan-out (30d),3.746,12370.56,True positive,Fan_Out
484,7809455,0.9993,sender fan-out (30d),4.6,4415.15,True positive,Scatter-Gather
485,9162511,0.9993,sender fan-out (30d),4.465,4615.32,True positive,Stacked Bipartite
486,9094879,0.9993,beneficiary distinct senders (30d),4.478,11317.61,True positive,Stacked Bipartite
487,7436581,0.9993,sender fan-out (30d),3.634,1184.69,True positive,Smurfing
488,8547852,0.9993,sender fan-out (30d),5.282,5573.76,True positive,Structuring
489,9278409,0.9993,beneficiary distinct senders (30d),4.474,11371.19,True positive,Stacked Bipartite
490,7958515,0.9993,sender fan-out (30d),4.408,10536.67,True positive,Stacked Bipartite
491,7477969,0.9993,beneficiary distinct senders (30d),4.258,1053.78,True positive,Smurfing
492,7429283,0.9993,sender fan-out (30d),5.507,5585.57,True positive,Stacked Bipartite
493,7942922,0.9993,sender fan-out (30d),4.647,7272.11,True positive,Fan_In
494,7296027,0.9993,sender fan-out (30d),4.758,2356.57,True positive,Smurfing
495,7775586,0.9993,sender fan-out (30d),4.63,5513.73,True positive,Stacked Bipartite
496,7897212,0.9993,sender fan-out (30d),4.436,8324.88,True positive,Fan_In
497,7619906,0.9993,beneficiary distinct senders (30d),4.202,2020.24,True positive,Smurfing
498,8134408,0.9993,sender fan-out (30d),4.665,21164.89,True positive,Scatter-Gather
499,9137889,0.9993,sender fan-out (30d),4.952,7133.35,True positive,Structuring
500,7392694,0.9993,sender fan-out (30d),4.738,2858.52,True positive,Structuring
501,7229966,0.9993,sender fan-out (30d),4.124,13347.79,True positive,Layered_Fan_In
502,7598886,0.9993,sender fan-out (30d),3.977,37447.7,True positive,Layered_Fan_In
503,8570404,0.9993,sender fan-out (30d),4.114,5614.61,True positive,Structuring
504,7511350,0.9993,beneficiary distinct senders (30d),4.223,3029.22,True positive,Smurfing
505,9280088,0.9993,beneficiary distinct senders (30d),4.288,31748.62,True positive,Bipartite
506,8440238,0.9993,sender fan-out (30d),4.791,5503.92,True positive,Structuring
507,9102125,0.9993,beneficiary distinct senders (30d),4.421,1794.2,True positive,Smurfing
508,8510802,0.9993,sender fan-out (30d),4.401,4231.12,True positive,Structuring
509,7605199,0.9993,sender fan-out (30d),4.722,8661.89,True positive,Structuring
510,7785845,0.9993,sender fan-out (30d),5.126,7138.14,True positive,Stacked Bipartite
511,9089071,0.9993,beneficiary distinct senders (30d),1.474,72.39,True positive,Cash_Withdrawal
512,7845885,0.9993,sender fan-out (30d),4.872,11733.27,True positive,Layered_Fan_In
513,9456524,0.9993,sender fan-out (30d),4.819,35776.17,True positive,Cycle
514,7548724,0.9993,beneficiary distinct senders (30d),4.403,12983.53,True positive,Deposit-Send
515,9398171,0.9993,sender fan-out (30d),4.39,6779.79,True positive,Stacked Bipartite
516,9133772,0.9993,beneficiary distinct senders (30d),4.431,2139.63,True positive,Smurfing
517,9066926,0.9993,sender fan-out (30d),4.815,6008.94,True positive,Structuring
518,8331663,0.9993,sender fan-out (30d),4.101,14118.98,True positive,Gather-Scatter
519,8880453,0.9993,sender fan-out (30d),4.303,6264.34,True positive,Fan_In
520,9208340,0.9993,beneficiary distinct senders (30d),4.486,6418.15,True positive,Structuring
521,8555992,0.9993,sender fan-out (30d),4.991,9028.24,True positive,Bipartite
522,7062376,0.9993,sender fan-out (30d),3.687,7382.53,True positive,Deposit-Send
523,9194697,0.9993,sender fan-out (30d),4.908,9709.47,True positive,Gather-Scatter
524,8184641,0.9993,sender fan-out (30d),4.16,6655.87,True positive,Structuring
525,7292038,0.9993,sender fan-out (30d),4.231,1644.29,True positive,Smurfing
526,8373088,0.9993,sender fan-out (30d),5.103,7756.6,True positive,Structuring
527,9045299,0.9993,sender fan-out (30d),4.259,5235.53,True positive,Layered_Fan_Out
528,7998100,0.9993,sender fan-out (30d),5.343,11717.62,True positive,Layered_Fan_In
529,8584315,0.9993,sender fan-out (30d),4.258,3519.68,True positive,Layered_Fan_Out
530,9340659,0.9993,sender fan-out (30d),5.466,8705.15,True positive,Layered_Fan_In
531,9382048,0.9993,beneficiary distinct senders (30d),0.935,288.21,True positive,Cash_Withdrawal
532,8050323,0.9993,sender fan-out (30d),4.928,5723.01,True positive,Structuring
533,7260657,0.9993,sender fan-out (30d),4.323,1767.79,True positive,Smurfing
534,8842774,0.9993,sender fan-out (30d),4.531,15070.54,True positive,Layered_Fan_In
535,9188881,0.9993,sender fan-out (30d),4.837,248.64,True positive,Cash_Withdrawal
536,7855940,0.9993,sender fan-out (30d),5.326,6140.6,True positive,Layered_Fan_In
537,8947148,0.9993,sender fan-out (30d),4.503,4493.86,True positive,Layered_Fan_In
538,8413447,0.9993,sender fan-out (30d),4.643,6151.31,True positive,Stacked Bipartite
539,7317146,0.9993,sender fan-out (30d),4.589,3187.94,True positive,Structuring
